"GHO (CODE)","GHO (DISPLAY)","GHO (URL)","PUBLISHSTATE (CODE)","PUBLISHSTATE (DISPLAY)","PUBLISHSTATE (URL)","YEAR (CODE)","YEAR (DISPLAY)","YEAR (URL)","REGION (CODE)","REGION (DISPLAY)","REGION (URL)","WORLDBANKINCOMEGROUP (CODE)","WORLDBANKINCOMEGROUP (DISPLAY)","WORLDBANKINCOMEGROUP (URL)","COUNTRY (CODE)","COUNTRY (DISPLAY)","COUNTRY (URL)","SEX (CODE)","SEX (DISPLAY)","SEX (URL)","Display Value","Numeric","Low","High","Comments"
"WHOSIS_000015","Life expectancy at age 60 (years)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2977","PUBLISHED","Published","","2000","2000","","SEAR","South-East Asia","","WB_LMI","Lower-middle-income","","THA","Thailand","","MLE","Male","","18","18.00000","","",""
"WHOSIS_000015","Life expectancy at age 60 (years)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2977","PUBLISHED","Published","","2000","2000","","SEAR","South-East Asia","","WB_LMI","Lower-middle-income","","THA","Thailand","","BTSX","Both sexes","","20","20.00000","","",""
"WHOSIS_000001","Life expectancy at birth (years)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=65","PUBLISHED","Published","","1990","1990","","EUR","Europe","","WB_LMI","Lower-middle-income","","TKM","Turkmenistan","","MLE","Male","","59","59.00000","","",""
"WHOSIS_000001","Life expectancy at birth (years)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=65","PUBLISHED","Published","","2000","2000","","EUR","Europe","","WB_LMI","Lower-middle-income","","TKM","Turkmenistan","","MLE","Male","","58","58.00000","","",""
"WHOSIS_000015","Life expectancy at age 60 (years)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2977","PUBLISHED","Published","","2012","2012","","EUR","Europe","","WB_LMI","Lower-middle-income","","TKM","Turkmenistan","","FMLE","Female","","17","17.00000","","",""
"WHOSIS_000015","Life expectancy at age 60 (years)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2977","PUBLISHED","Published","","1990","1990","","EUR","Europe","","WB_LMI","Lower-middle-income","","TKM","Turkmenistan","","BTSX","Both sexes","","16","16.00000","","",""
"WHOSIS_000015","Life expectancy at age 60 (years)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2977","PUBLISHED","Published","","2012","2012","","EUR","Europe","","WB_LMI","Lower-middle-income","","TKM","Turkmenistan","","BTSX","Both sexes","","16","16.00000","","",""
"WHOSIS_000001","Life expectancy at birth (years)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=65","PUBLISHED","Published","","2000","2000","","SEAR","South-East Asia","","WB_LMI","Lower-middle-income","","TLS","Timor-Leste","","FMLE","Female","","60","60.00000","","",""
"WHOSIS_000015","Life expectancy at age 60 (years)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2977","PUBLISHED","Published","","2012","2012","","SEAR","South-East Asia","","WB_LMI","Lower-middle-income","","TLS","Timor-Leste","","FMLE","Female","","18","18.00000","","",""
"WHOSIS_000015","Life expectancy at age 60 (years)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2977","PUBLISHED","Published","","1990","1990","","SEAR","South-East Asia","","WB_LMI","Lower-middle-income","","TLS","Timor-Leste","","BTSX","Both sexes","","14","14.00000","","",""
"WHOSIS_000015","Life expectancy at age 60 (years)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2977","PUBLISHED","Published","","2000","2000","","SEAR","South-East Asia","","WB_LMI","Lower-middle-income","","TLS","Timor-Leste","","BTSX","Both sexes","","16","16.00000","","",""
"WHOSIS_000001","Life expectancy at birth (years)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=65","PUBLISHED","Published","","1990","1990","","WPR","Western Pacific","","WB_LMI","Lower-middle-income","","TON","Tonga","","FMLE","Female","","74","74.00000","","",""
"WHOSIS_000015","Life expectancy at age 60 (years)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2977","PUBLISHED","Published","","1990","1990","","WPR","Western Pacific","","WB_LMI","Lower-middle-income","","TON","Tonga","","FMLE","Female","","19","19.00000","","",""
"WHOSIS_000001","Life expectancy at birth (years)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=65","PUBLISHED","Published","","1990","1990","","EMR","Eastern Mediterranean","","WB_LMI","Lower-middle-income","","TUN","Tunisia","","MLE","Male","","69","69.00000","","",""
"WHOSIS_000001","Life expectancy at birth (years)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=65","PUBLISHED","Published","","1990","1990","","EMR","Eastern Mediterranean","","WB_LMI","Lower-middle-income","","TUN","Tunisia","","FMLE","Female","","72","72.00000","","",""
"WHOSIS_000015","Life expectancy at age 60 (years)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2977","PUBLISHED","Published","","1990","1990","","EMR","Eastern Mediterranean","","WB_LMI","Lower-middle-income","","TUN","Tunisia","","MLE","Male","","18","18.00000","","",""
"WHOSIS_000015","Life expectancy at age 60 (years)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2977","PUBLISHED","Published","","2000","2000","","EMR","Eastern Mediterranean","","WB_LMI","Lower-middle-income","","TUN","Tunisia","","MLE","Male","","19","19.00000","","",""
"WHOSIS_000015","Life expectancy at age 60 (years)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2977","PUBLISHED","Published","","1990","1990","","EMR","Eastern Mediterranean","","WB_LMI","Lower-middle-income","","TUN","Tunisia","","FMLE","Female","","19","19.00000","","",""
"WHOSIS_000001","Life expectancy at birth (years)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=65","PUBLISHED","Published","","2012","2012","","EUR","Europe","","WB_LMI","Lower-middle-income","","UKR","Ukraine","","BTSX","Both sexes","","71","71.00000","","",""
"WHOSIS_000015","Life expectancy at age 60 (years)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2977","PUBLISHED","Published","","1990","1990","","EUR","Europe","","WB_LMI","Lower-middle-income","","UKR","Ukraine","","MLE","Male","","15","15.00000","","",""
"WHOSIS_000001","Life expectancy at birth (years)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=65","PUBLISHED","Published","","1990","1990","","WPR","Western Pacific","","WB_LMI","Lower-middle-income","","VUT","Vanuatu","","BTSX","Both sexes","","66","66.00000","","",""
"WHOSIS_000001","Life expectancy at birth (years)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=65","PUBLISHED","Published","","2000","2000","","WPR","Western Pacific","","WB_LMI","Lower-middle-income","","VUT","Vanuatu","","BTSX","Both sexes","","69","69.00000","","",""
"WHOSIS_000001","Life expectancy at birth (years)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=65","PUBLISHED","Published","","1990","1990","","WPR","Western Pacific","","WB_LMI","Lower-middle-income","","WSM","Samoa","","FMLE","Female","","69","69.00000","","",""
"WHOSIS_000001","Life expectancy at birth (years)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=65","PUBLISHED","Published","","2012","2012","","WPR","Western Pacific","","WB_LMI","Lower-middle-income","","WSM","Samoa","","FMLE","Female","","77","77.00000","","",""
"WHOSIS_000001","Life expectancy at birth (years)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=65","PUBLISHED","Published","","1990","1990","","WPR","Western Pacific","","WB_LMI","Lower-middle-income","","WSM","Samoa","","BTSX","Both sexes","","66","66.00000","","",""
"WHOSIS_000015","Life expectancy at age 60 (years)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2977","PUBLISHED","Published","","1990","1990","","WPR","Western Pacific","","WB_LMI","Lower-middle-income","","WSM","Samoa","","FMLE","Female","","18","18.00000","","",""
"WHOSIS_000015","Life expectancy at age 60 (years)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2977","PUBLISHED","Published","","2000","2000","","WPR","Western Pacific","","WB_LMI","Lower-middle-income","","WSM","Samoa","","FMLE","Female","","19","19.00000","","",""
"WHOSIS_000015","Life expectancy at age 60 (years)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2977","PUBLISHED","Published","","1990","1990","","AMR","Americas","","WB_UMI","Upper-middle-income","","ARG","Argentina","","MLE","Male","","17","17.00000","","",""
"WHOSIS_000015","Life expectancy at age 60 (years)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2977","PUBLISHED","Published","","2000","2000","","AMR","Americas","","WB_UMI","Upper-middle-income","","ARG","Argentina","","BTSX","Both sexes","","21","21.00000","","",""
"WHOSIS_000001","Life expectancy at birth (years)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=65","PUBLISHED","Published","","2000","2000","","EUR","Europe","","WB_UMI","Upper-middle-income","","BGR","Bulgaria","","BTSX","Both sexes","","71","71.00000","","",""
"WHOSIS_000015","Life expectancy at age 60 (years)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2977","PUBLISHED","Published","","2012","2012","","EUR","Europe","","WB_UMI","Upper-middle-income","","BGR","Bulgaria","","FMLE","Female","","21","21.00000","","",""
"WHOSIS_000015","Life expectancy at age 60 (years)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2977","PUBLISHED","Published","","2012","2012","","EUR","Europe","","WB_UMI","Upper-middle-income","","BGR","Bulgaria","","BTSX","Both sexes","","19","19.00000","","",""
"WHOSIS_000001","Life expectancy at birth (years)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=65","PUBLISHED","Published","","1990","1990","","EUR","Europe","","WB_UMI","Upper-middle-income","","BIH","Bosnia and Herzegovina","","FMLE","Female","","75","75.00000","","",""
"WHOSIS_000001","Life expectancy at birth (years)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=65","PUBLISHED","Published","","2000","2000","","EUR","Europe","","WB_UMI","Upper-middle-income","","BIH","Bosnia and Herzegovina","","BTSX","Both sexes","","75","75.00000","","",""
"WHOSIS_000001","Life expectancy at birth (years)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=65","PUBLISHED","Published","","2000","2000","","EUR","Europe","","WB_UMI","Upper-middle-income","","BLR","Belarus","","FMLE","Female","","75","75.00000","","",""
"WHOSIS_000015","Life expectancy at age 60 (years)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2977","PUBLISHED","Published","","2000","2000","","EUR","Europe","","WB_UMI","Upper-middle-income","","BLR","Belarus","","FMLE","Female","","20","20.00000","","",""
"WHOSIS_000001","Life expectancy at birth (years)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=65","PUBLISHED","Published","","1990","1990","","AMR","Americas","","WB_UMI","Upper-middle-income","","BRA","Brazil","","MLE","Male","","63","63.00000","","",""
"WHOSIS_000001","Life expectancy at birth (years)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=65","PUBLISHED","Published","","2012","2012","","AMR","Americas","","WB_UMI","Upper-middle-income","","BRA","Brazil","","MLE","Male","","70","70.00000","","",""
"WHOSIS_000001","Life expectancy at birth (years)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=65","PUBLISHED","Published","","1990","1990","","AMR","Americas","","WB_UMI","Upper-middle-income","","BRA","Brazil","","FMLE","Female","","70","70.00000","","",""
"WHOSIS_000015","Life expectancy at age 60 (years)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2977","PUBLISHED","Published","","2012","2012","","AMR","Americas","","WB_UMI","Upper-middle-income","","BRA","Brazil","","MLE","Male","","19","19.00000","","",""
"WHOSIS_000015","Life expectancy at age 60 (years)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2977","PUBLISHED","Published","","2012","2012","","AMR","Americas","","WB_UMI","Upper-middle-income","","BRA","Brazil","","BTSX","Both sexes","","21","21.00000","","",""
"WHOSIS_000001","Life expectancy at birth (years)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=65","PUBLISHED","Published","","1990","1990","","AFR","Africa","","WB_UMI","Upper-middle-income","","BWA","Botswana","","MLE","Male","","65","65.00000","","",""
"WHOSIS_000001","Life expectancy at birth (years)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=65","PUBLISHED","Published","","2000","2000","","AFR","Africa","","WB_UMI","Upper-middle-income","","BWA","Botswana","","MLE","Male","","48","48.00000","","",""
"WHOSIS_000015","Life expectancy at age 60 (years)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2977","PUBLISHED","Published","","2012","2012","","AFR","Africa","","WB_UMI","Upper-middle-income","","BWA","Botswana","","BTSX","Both sexes","","18","18.00000","","",""
"WHOSIS_000001","Life expectancy at birth (years)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=65","PUBLISHED","Published","","1990","1990","","AMR","Americas","","WB_UMI","Upper-middle-income","","CHL","Chile","","BTSX","Both sexes","","73","73.00000","","",""
"WHOSIS_000001","Life expectancy at birth (years)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=65","PUBLISHED","Published","","2000","2000","","AMR","Americas","","WB_UMI","Upper-middle-income","","CHL","Chile","","BTSX","Both sexes","","77","77.00000","","",""
"WHOSIS_000015","Life expectancy at age 60 (years)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2977","PUBLISHED","Published","","1990","1990","","AMR","Americas","","WB_UMI","Upper-middle-income","","CHL","Chile","","FMLE","Female","","21","21.00000","","",""
"WHOSIS_000001","Life expectancy at birth (years)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=65","PUBLISHED","Published","","1990","1990","","AMR","Americas","","WB_UMI","Upper-middle-income","","COL","Colombia","","FMLE","Female","","75","75.00000","","",""
"WHOSIS_000015","Life expectancy at age 60 (years)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2977","PUBLISHED","Published","","1990","1990","","AMR","Americas","","WB_UMI","Upper-middle-income","","COL","Colombia","","FMLE","Female","","22","22.00000","","",""
"WHOSIS_000015","Life expectancy at age 60 (years)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2977","PUBLISHED","Published","","2000","2000","","AMR","Americas","","WB_UMI","Upper-middle-income","","COL","Colombia","","FMLE","Female","","24","24.00000","","",""
"WHOSIS_000015","Life expectancy at age 60 (years)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2977","PUBLISHED","Published","","2012","2012","","AMR","Americas","","WB_UMI","Upper-middle-income","","COL","Colombia","","FMLE","Female","","27","27.00000","","",""
"WHOSIS_000001","Life expectancy at birth (years)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=65","PUBLISHED","Published","","2000","2000","","AMR","Americas","","WB_UMI","Upper-middle-income","","CRI","Costa Rica","","MLE","Male","","76","76.00000","","",""
"WHOSIS_000015","Life expectancy at age 60 (years)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2977","PUBLISHED","Published","","1990","1990","","AMR","Americas","","WB_UMI","Upper-middle-income","","CRI","Costa Rica","","FMLE","Female","","22","22.00000","","",""
"WHOSIS_000015","Life expectancy at age 60 (years)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2977","PUBLISHED","Published","","2012","2012","","AMR","Americas","","WB_UMI","Upper-middle-income","","CRI","Costa Rica","","BTSX","Both sexes","","23","23.00000","","",""
"WHOSIS_000001","Life expectancy at birth (years)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=65","PUBLISHED","Published","","2000","2000","","AMR","Americas","","WB_UMI","Upper-middle-income","","CUB","Cuba","","MLE","Male","","75","75.00000","","",""
"WHOSIS_000001","Life expectancy at birth (years)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=65","PUBLISHED","Published","","2000","2000","","AMR","Americas","","WB_UMI","Upper-middle-income","","CUB","Cuba","","BTSX","Both sexes","","77","77.00000","","",""
"WHOSIS_000001","Life expectancy at birth (years)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=65","PUBLISHED","Published","","2012","2012","","AMR","Americas","","WB_UMI","Upper-middle-income","","CUB","Cuba","","BTSX","Both sexes","","79","79.00000","","",""
"WHOSIS_000015","Life expectancy at age 60 (years)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2977","PUBLISHED","Published","","1990","1990","","AMR","Americas","","WB_UMI","Upper-middle-income","","CUB","Cuba","","MLE","Male","","19","19.00000","","",""
"WHOSIS_000015","Life expectancy at age 60 (years)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2977","PUBLISHED","Published","","2000","2000","","AMR","Americas","","WB_UMI","Upper-middle-income","","CUB","Cuba","","MLE","Male","","20","20.00000","","",""
"WHOSIS_000015","Life expectancy at age 60 (years)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2977","PUBLISHED","Published","","2000","2000","","AMR","Americas","","WB_UMI","Upper-middle-income","","CUB","Cuba","","BTSX","Both sexes","","22","22.00000","","",""
"WHOSIS_000001","Life expectancy at birth (years)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=65","PUBLISHED","Published","","2012","2012","","AMR","Americas","","WB_UMI","Upper-middle-income","","DMA","Dominica","","FMLE","Female","","77","77.00000","","",""
"WHOSIS_000001","Life expectancy at birth (years)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=65","PUBLISHED","Published","","1990","1990","","AMR","Americas","","WB_UMI","Upper-middle-income","","DMA","Dominica","","BTSX","Both sexes","","74","74.00000","","",""
"WHOSIS_000015","Life expectancy at age 60 (years)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2977","PUBLISHED","Published","","2000","2000","","AMR","Americas","","WB_UMI","Upper-middle-income","","DMA","Dominica","","BTSX","Both sexes","","21","21.00000","","",""
"WHOSIS_000001","Life expectancy at birth (years)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=65","PUBLISHED","Published","","2000","2000","","AMR","Americas","","WB_UMI","Upper-middle-income","","DOM","Dominican Republic","","FMLE","Female","","74","74.00000","","",""
"WHOSIS_000015","Life expectancy at age 60 (years)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2977","PUBLISHED","Published","","2012","2012","","AMR","Americas","","WB_UMI","Upper-middle-income","","DOM","Dominican Republic","","MLE","Male","","23","23.00000","","",""
"WHOSIS_000015","Life expectancy at age 60 (years)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2977","PUBLISHED","Published","","2000","2000","","AMR","Americas","","WB_UMI","Upper-middle-income","","DOM","Dominican Republic","","FMLE","Female","","22","22.00000","","",""
"WHOSIS_000001","Life expectancy at birth (years)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=65","PUBLISHED","Published","","2000","2000","","AFR","Africa","","WB_UMI","Upper-middle-income","","DZA","Algeria","","MLE","Male","","68","68.00000","","",""
"WHOSIS_000001","Life expectancy at birth (years)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=65","PUBLISHED","Published","","2000","2000","","AFR","Africa","","WB_UMI","Upper-middle-income","","DZA","Algeria","","FMLE","Female","","71","71.00000","","",""
"WHOSIS_000015","Life expectancy at age 60 (years)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2977","PUBLISHED","Published","","2000","2000","","AFR","Africa","","WB_UMI","Upper-middle-income","","DZA","Algeria","","MLE","Male","","17","17.00000","","",""
"WHOSIS_000015","Life expectancy at age 60 (years)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2977","PUBLISHED","Published","","1990","1990","","WPR","Western Pacific","","WB_UMI","Upper-middle-income","","FJI","Fiji","","MLE","Male","","14","14.00000","","",""
"WHOSIS_000001","Life expectancy at birth (years)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=65","PUBLISHED","Published","","2012","2012","","AFR","Africa","","WB_UMI","Upper-middle-income","","GAB","Gabon","","BTSX","Both sexes","","63","63.00000","","",""
"WHOSIS_000015","Life expectancy at age 60 (years)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2977","PUBLISHED","Published","","2012","2012","","AFR","Africa","","WB_UMI","Upper-middle-income","","GAB","Gabon","","BTSX","Both sexes","","18","18.00000","","",""
"WHOSIS_000001","Life expectancy at birth (years)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=65","PUBLISHED","Published","","2000","2000","","AMR","Americas","","WB_UMI","Upper-middle-income","","GRD","Grenada","","BTSX","Both sexes","","73","73.00000","","",""
"WHOSIS_000015","Life expectancy at age 60 (years)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2977","PUBLISHED","Published","","1990","1990","","AMR","Americas","","WB_UMI","Upper-middle-income","","GRD","Grenada","","FMLE","Female","","20","20.00000","","",""
"WHOSIS_000015","Life expectancy at age 60 (years)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2977","PUBLISHED","Published","","2000","2000","","AMR","Americas","","WB_UMI","Upper-middle-income","","GRD","Grenada","","FMLE","Female","","22","22.00000","","",""
"WHOSIS_000015","Life expectancy at age 60 (years)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2977","PUBLISHED","Published","","2012","2012","","AMR","Americas","","WB_UMI","Upper-middle-income","","GRD","Grenada","","FMLE","Female","","23","23.00000","","",""
"WHOSIS_000015","Life expectancy at age 60 (years)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2977","PUBLISHED","Published","","2000","2000","","AMR","Americas","","WB_UMI","Upper-middle-income","","JAM","Jamaica","","MLE","Male","","19","19.00000","","",""
"WHOSIS_000001","Life expectancy at birth (years)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=65","PUBLISHED","Published","","2000","2000","","EUR","Europe","","WB_UMI","Upper-middle-income","","KAZ","Kazakhstan","","MLE","Male","","58","58.00000","","",""
"WHOSIS_000001","Life expectancy at birth (years)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=65","PUBLISHED","Published","","1990","1990","","EUR","Europe","","WB_UMI","Upper-middle-income","","KAZ","Kazakhstan","","FMLE","Female","","70","70.00000","","",""
"WHOSIS_000015","Life expectancy at age 60 (years)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2977","PUBLISHED","Published","","2000","2000","","EUR","Europe","","WB_UMI","Upper-middle-income","","KAZ","Kazakhstan","","MLE","Male","","12","12.00000","","",""
"WHOSIS_000015","Life expectancy at age 60 (years)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2977","PUBLISHED","Published","","2012","2012","","EUR","Europe","","WB_UMI","Upper-middle-income","","KAZ","Kazakhstan","","MLE","Male","","13","13.00000","","",""
"WHOSIS_000015","Life expectancy at age 60 (years)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2977","PUBLISHED","Published","","2000","2000","","EUR","Europe","","WB_UMI","Upper-middle-income","","KAZ","Kazakhstan","","BTSX","Both sexes","","15","15.00000","","",""
"WHOSIS_000001","Life expectancy at birth (years)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=65","PUBLISHED","Published","","2000","2000","","AMR","Americas","","WB_UMI","Upper-middle-income","","KNA","Saint Kitts and Nevis","","MLE","Male","","68","68.00000","","",""
"WHOSIS_000001","Life expectancy at birth (years)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=65","PUBLISHED","Published","","2000","2000","","AMR","Americas","","WB_UMI","Upper-middle-income","","KNA","Saint Kitts and Nevis","","BTSX","Both sexes","","71","71.00000","","",""
"WHOSIS_000001","Life expectancy at birth (years)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=65","PUBLISHED","Published","","2012","2012","","AMR","Americas","","WB_UMI","Upper-middle-income","","KNA","Saint Kitts and Nevis","","BTSX","Both sexes","","74","74.00000","","",""
"WHOSIS_000015","Life expectancy at age 60 (years)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2977","PUBLISHED","Published","","2012","2012","","AMR","Americas","","WB_UMI","Upper-middle-income","","KNA","Saint Kitts and Nevis","","FMLE","Female","","21","21.00000","","",""
"WHOSIS_000015","Life expectancy at age 60 (years)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2977","PUBLISHED","Published","","1990","1990","","EMR","Eastern Mediterranean","","WB_UMI","Upper-middle-income","","LBN","Lebanon","","FMLE","Female","","18","18.00000","","",""
"WHOSIS_000015","Life expectancy at age 60 (years)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2977","PUBLISHED","Published","","2012","2012","","EMR","Eastern Mediterranean","","WB_UMI","Upper-middle-income","","LBN","Lebanon","","FMLE","Female","","25","25.00000","","",""
"WHOSIS_000015","Life expectancy at age 60 (years)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2977","PUBLISHED","Published","","2000","2000","","EMR","Eastern Mediterranean","","WB_UMI","Upper-middle-income","","LBN","Lebanon","","BTSX","Both sexes","","19","19.00000","","",""
"WHOSIS_000001","Life expectancy at birth (years)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=65","PUBLISHED","Published","","1990","1990","","EMR","Eastern Mediterranean","","WB_UMI","Upper-middle-income","","LBY","Libya","","FMLE","Female","","70","70.00000","","",""
"WHOSIS_000015","Life expectancy at age 60 (years)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2977","PUBLISHED","Published","","2012","2012","","EMR","Eastern Mediterranean","","WB_UMI","Upper-middle-income","","LBY","Libya","","MLE","Male","","18","18.00000","","",""
"WHOSIS_000015","Life expectancy at age 60 (years)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2977","PUBLISHED","Published","","2000","2000","","EMR","Eastern Mediterranean","","WB_UMI","Upper-middle-income","","LBY","Libya","","FMLE","Female","","19","19.00000","","",""
"WHOSIS_000015","Life expectancy at age 60 (years)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2977","PUBLISHED","Published","","2012","2012","","EMR","Eastern Mediterranean","","WB_UMI","Upper-middle-income","","LBY","Libya","","FMLE","Female","","21","21.00000","","",""
"WHOSIS_000001","Life expectancy at birth (years)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=65","PUBLISHED","Published","","2000","2000","","AMR","Americas","","WB_UMI","Upper-middle-income","","LCA","Saint Lucia","","MLE","Male","","71","71.00000","","",""
"WHOSIS_000001","Life expectancy at birth (years)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=65","PUBLISHED","Published","","2012","2012","","AMR","Americas","","WB_UMI","Upper-middle-income","","LCA","Saint Lucia","","MLE","Male","","71","71.00000","","",""
