"GHO","PUBLISHSTATE","YEAR","REGION","WORLDBANKINCOMEGROUP","COUNTRY","SEX","Display Value","Numeric","Low","High","Comments"
"WHOSIS_000001","PUBLISHED","2012","WPR","WB_UMI","MYS","FMLE","76","76.00000","","",""
"WHOSIS_000001","PUBLISHED","1990","WPR","WB_UMI","MYS","BTSX","71","71.00000","","",""
"WHOSIS_000015","PUBLISHED","1990","WPR","WB_UMI","MYS","FMLE","18","18.00000","","",""
"WHOSIS_000015","PUBLISHED","2012","WPR","WB_UMI","MYS","FMLE","20","20.00000","","",""
"WHOSIS_000001","PUBLISHED","2000","AFR","WB_UMI","NAM","MLE","57","57.00000","","",""
"WHOSIS_000001","PUBLISHED","2000","AFR","WB_UMI","NAM","FMLE","57","57.00000","","",""
"WHOSIS_000015","PUBLISHED","1990","AMR","WB_UMI","PAN","MLE","20","20.00000","","",""
"WHOSIS_000015","PUBLISHED","2012","AMR","WB_UMI","PAN","MLE","22","22.00000","","",""
"WHOSIS_000015","PUBLISHED","2000","AMR","WB_UMI","PAN","BTSX","23","23.00000","","",""
"WHOSIS_000001","PUBLISHED","1990","AMR","WB_UMI","PER","MLE","68","68.00000","","",""
"WHOSIS_000015","PUBLISHED","2000","AMR","WB_UMI","PER","BTSX","20","20.00000","","",""
"WHOSIS_000001","PUBLISHED","1990","WPR","WB_UMI","PLW","BTSX","66","66.00000","","",""
"WHOSIS_000015","PUBLISHED","2000","WPR","WB_UMI","PLW","FMLE","18","18.00000","","",""
"WHOSIS_000015","PUBLISHED","2012","WPR","WB_UMI","PLW","FMLE","19","19.00000","","",""
"WHOSIS_000015","PUBLISHED","1990","EUR","WB_UMI","POL","FMLE","20","20.00000","","",""
"WHOSIS_000001","PUBLISHED","2000","EUR","WB_UMI","ROU","MLE","68","68.00000","","",""
"WHOSIS_000001","PUBLISHED","1990","EUR","WB_UMI","ROU","FMLE","73","73.00000","","",""
"WHOSIS_000015","PUBLISHED","1990","EUR","WB_UMI","ROU","MLE","17","17.00000","","",""
"WHOSIS_000015","PUBLISHED","2012","EUR","WB_UMI","ROU","BTSX","20","20.00000","","",""
"WHOSIS_000001","PUBLISHED","2000","EUR","WB_UMI","RUS","MLE","59","59.00000","","",""
"WHOSIS_000015","PUBLISHED","1990","EUR","WB_UMI","RUS","BTSX","18","18.00000","","",""
"WHOSIS_000015","PUBLISHED","2000","EUR","WB_UMI","SRB","FMLE","19","19.00000","","",""
"WHOSIS_000015","PUBLISHED","2012","EUR","WB_UMI","SRB","FMLE","20","20.00000","","",""
"WHOSIS_000015","PUBLISHED","1990","EUR","WB_UMI","SRB","BTSX","19","19.00000","","",""
"WHOSIS_000001","PUBLISHED","1990","AMR","WB_UMI","SUR","BTSX","73","73.00000","","",""
"WHOSIS_000015","PUBLISHED","2012","AMR","WB_UMI","SUR","MLE","22","22.00000","","",""
"WHOSIS_000015","PUBLISHED","1990","AMR","WB_UMI","SUR","FMLE","22","22.00000","","",""
"WHOSIS_000015","PUBLISHED","2000","AMR","WB_UMI","SUR","FMLE","24","24.00000","","",""
"WHOSIS_000001","PUBLISHED","1990","AFR","WB_UMI","SYC","FMLE","75","75.00000","","",""
"WHOSIS_000015","PUBLISHED","1990","AFR","WB_UMI","SYC","FMLE","21","21.00000","","",""
"WHOSIS_000001","PUBLISHED","1990","EUR","WB_UMI","TUR","MLE","62","62.00000","","",""
"WHOSIS_000015","PUBLISHED","1990","EUR","WB_UMI","TUR","MLE","16","16.00000","","",""
"WHOSIS_000001","PUBLISHED","1990","WPR","WB_UMI","TUV","BTSX","62","62.00000","","",""
"WHOSIS_000015","PUBLISHED","2012","WPR","WB_UMI","TUV","FMLE","18","18.00000","","",""
"WHOSIS_000015","PUBLISHED","2000","WPR","WB_UMI","TUV","BTSX","15","15.00000","","",""
"WHOSIS_000001","PUBLISHED","1990","AMR","WB_UMI","URY","BTSX","73","73.00000","","",""
"WHOSIS_000015","PUBLISHED","2000","AMR","WB_UMI","URY","FMLE","23","23.00000","","",""
"WHOSIS_000015","PUBLISHED","2012","AMR","WB_UMI","URY","FMLE","24","24.00000","","",""
"WHOSIS_000001","PUBLISHED","1990","AMR","WB_UMI","VCT","FMLE","75","75.00000","","",""
"WHOSIS_000015","PUBLISHED","2000","AMR","WB_UMI","VCT","MLE","18","18.00000","","",""
"WHOSIS_000015","PUBLISHED","2012","AMR","WB_UMI","VCT","MLE","20","20.00000","","",""
"WHOSIS_000001","PUBLISHED","2012","AMR","WB_UMI","VEN","MLE","72","72.00000","","",""
"WHOSIS_000001","PUBLISHED","1990","AMR","WB_UMI","VEN","FMLE","74","74.00000","","",""
"WHOSIS_000015","PUBLISHED","2000","AMR","WB_UMI","VEN","MLE","20","20.00000","","",""
"WHOSIS_000001","PUBLISHED","1990","AFR","WB_UMI","ZAF","MLE","59","59.00000","","",""
"WHOSIS_000001","PUBLISHED","2012","AFR","WB_UMI","ZAF","BTSX","59","59.00000","","",""
"WHOSIS_000015","PUBLISHED","2012","AFR","WB_UMI","ZAF","FMLE","18","18.00000","","",""
"WHOSIS_000015","PUBLISHED","2000","AFR","WB_UMI","ZAF","BTSX","16","16.00000","","",""
"WHOSIS_000015","PUBLISHED","2012","AFR","WB_UMI","ZAF","BTSX","16","16.00000","","",""
"WHOSIS_000002","PUBLISHED","2012","AFR","WB_LMI","AGO","MLE","43","43.00000","","",""
"WHOSIS_000002","PUBLISHED","2012","EUR","WB_LMI","ALB","BTSX","65","65.00000","","",""
"WHOSIS_000002","PUBLISHED","2000","EMR","WB_HI","ARE","FMLE","64","64.00000","","",""
"WHOSIS_000002","PUBLISHED","2000","EMR","WB_HI","ARE","BTSX","64","64.00000","","",""
"WHOSIS_000002","PUBLISHED","2012","EMR","WB_HI","ARE","MLE","66","66.00000","","",""
"WHOSIS_000002","PUBLISHED","2012","AMR","WB_UMI","ARG","FMLE","69","69.00000","","",""
"WHOSIS_000002","PUBLISHED","2000","WPR","WB_HI","AUS","BTSX","70","70.00000","","",""
"WHOSIS_000002","PUBLISHED","2012","WPR","WB_HI","AUS","MLE","71","71.00000","","",""
"WHOSIS_000002","PUBLISHED","2012","WPR","WB_HI","AUS","FMLE","74","74.00000","","",""
"WHOSIS_000002","PUBLISHED","2012","EUR","WB_HI","AUT","FMLE","73","73.00000","","",""
"WHOSIS_000002","PUBLISHED","2000","AFR","WB_LI","BDI","FMLE","43","43.00000","","",""
"WHOSIS_000002","PUBLISHED","2012","EUR","WB_HI","BEL","FMLE","73","73.00000","","",""
"WHOSIS_000002","PUBLISHED","2000","AFR","WB_LI","BFA","BTSX","42","42.00000","","",""
"WHOSIS_000002","PUBLISHED","2012","AFR","WB_LI","BFA","MLE","50","50.00000","","",""
"WHOSIS_000002","PUBLISHED","2012","SEAR","WB_LI","BGD","MLE","60","60.00000","","",""
"WHOSIS_000002","PUBLISHED","2012","SEAR","WB_LI","BGD","BTSX","60","60.00000","","",""
"WHOSIS_000002","PUBLISHED","2000","EMR","WB_HI","BHR","FMLE","64","64.00000","","",""
"WHOSIS_000002","PUBLISHED","2012","AMR","WB_HI","BHS","MLE","62","62.00000","","",""
"WHOSIS_000002","PUBLISHED","2012","AMR","WB_HI","BHS","FMLE","67","67.00000","","",""
"WHOSIS_000002","PUBLISHED","2012","EUR","WB_UMI","BIH","BTSX","68","68.00000","","",""
"WHOSIS_000002","PUBLISHED","2012","EUR","WB_UMI","BLR","BTSX","64","64.00000","","",""
"WHOSIS_000002","PUBLISHED","2012","AMR","WB_LMI","BOL","FMLE","61","61.00000","","",""
"WHOSIS_000002","PUBLISHED","2000","WPR","WB_HI","BRN","MLE","67","67.00000","","",""
"WHOSIS_000002","PUBLISHED","2000","WPR","WB_HI","BRN","FMLE","69","69.00000","","",""
"WHOSIS_000002","PUBLISHED","2012","WPR","WB_HI","BRN","MLE","68","68.00000","","",""
"WHOSIS_000002","PUBLISHED","2000","AFR","WB_UMI","BWA","MLE","42","42.00000","","",""
"WHOSIS_000002","PUBLISHED","2000","AFR","WB_LI","CAF","MLE","38","38.00000","","",""
"WHOSIS_000002","PUBLISHED","2000","AFR","WB_LI","CAF","BTSX","38","38.00000","","",""
"WHOSIS_000002","PUBLISHED","2000","AMR","WB_HI","CAN","BTSX","70","70.00000","","",""
"WHOSIS_000002","PUBLISHED","2012","AMR","WB_HI","CAN","MLE","71","71.00000","","",""
"WHOSIS_000002","PUBLISHED","2012","AMR","WB_HI","CAN","FMLE","73","73.00000","","",""
"WHOSIS_000002","PUBLISHED","2012","EUR","WB_HI","CHE","FMLE","74","74.00000","","",""
"WHOSIS_000002","PUBLISHED","2000","AMR","WB_UMI","CHL","FMLE","70","70.00000","","",""
"WHOSIS_000002","PUBLISHED","2012","AFR","WB_LMI","CIV","FMLE","46","46.00000","","",""
"WHOSIS_000002","PUBLISHED","2000","AFR","WB_LI","COD","MLE","40","40.00000","","",""
"WHOSIS_000002","PUBLISHED","2000","AFR","WB_LI","COD","FMLE","42","42.00000","","",""
"WHOSIS_000002","PUBLISHED","2012","WPR","WB_HI","COK","MLE","63","63.00000","","",""
"WHOSIS_000002","PUBLISHED","2012","WPR","WB_HI","COK","BTSX","64","64.00000","","",""
"WHOSIS_000002","PUBLISHED","2000","AMR","WB_UMI","COL","MLE","61","61.00000","","",""
"WHOSIS_000002","PUBLISHED","2000","AMR","WB_UMI","COL","FMLE","67","67.00000","","",""
"WHOSIS_000002","PUBLISHED","2000","AFR","WB_LI","COM","MLE","50","50.00000","","",""
"WHOSIS_000002","PUBLISHED","2000","AFR","WB_LMI","CPV","BTSX","59","59.00000","","",""
"WHOSIS_000002","PUBLISHED","2012","AFR","WB_LMI","CPV","MLE","61","61.00000","","",""
"WHOSIS_000002","PUBLISHED","2000","AMR","WB_UMI","CUB","BTSX","66","66.00000","","",""
"WHOSIS_000002","PUBLISHED","2000","EUR","WB_HI","CYP","BTSX","70","70.00000","","",""
"WHOSIS_000002","PUBLISHED","2012","EUR","WB_HI","CZE","FMLE","71","71.00000","","",""
"WHOSIS_000002","PUBLISHED","2000","EUR","WB_HI","DEU","MLE","67","67.00000","","",""
"WHOSIS_000002","PUBLISHED","2000","EMR","WB_LMI","DJI","BTSX","49","49.00000","","",""
"WHOSIS_000002","PUBLISHED","2000","AMR","WB_UMI","DMA","BTSX","64","64.00000","","",""
"WHOSIS_000002","PUBLISHED","2000","AMR","WB_UMI","DOM","MLE","63","63.00000","","",""
"WHOSIS_000002","PUBLISHED","2000","AMR","WB_UMI","DOM","FMLE","64","64.00000","","",""
"WHOSIS_000002","PUBLISHED","2000","AFR","WB_UMI","DZA","FMLE","61","61.00000","","",""
"WHOSIS_000002","PUBLISHED","2012","AFR","WB_UMI","DZA","FMLE","63","63.00000","","",""
"WHOSIS_000002","PUBLISHED","2012","AMR","WB_LMI","ECU","FMLE","68","68.00000","","",""
"WHOSIS_000002","PUBLISHED","2012","AFR","WB_LI","ERI","MLE","53","53.00000","","",""
"WHOSIS_000002","PUBLISHED","2012","EUR","WB_HI","ESP","BTSX","73","73.00000","","",""
"WHOSIS_000002","PUBLISHED","2012","EUR","WB_HI","EST","FMLE","71","71.00000","","",""
"WHOSIS_000002","PUBLISHED","2000","EUR","WB_HI","FIN","MLE","66","66.00000","","",""
"WHOSIS_000002","PUBLISHED","2000","EUR","WB_HI","FIN","FMLE","71","71.00000","","",""
"WHOSIS_000002","PUBLISHED","2012","WPR","WB_UMI","FJI","BTSX","60","60.00000","","",""
"WHOSIS_000002","PUBLISHED","2000","WPR","WB_LMI","FSM","FMLE","58","58.00000","","",""
"WHOSIS_000002","PUBLISHED","2012","AFR","WB_UMI","GAB","MLE","53","53.00000","","",""
"WHOSIS_000002","PUBLISHED","2012","AFR","WB_UMI","GAB","FMLE","54","54.00000","","",""
"WHOSIS_000002","PUBLISHED","2012","EUR","WB_HI","GBR","FMLE","72","72.00000","","",""
"WHOSIS_000002","PUBLISHED","2000","EUR","WB_LMI","GEO","FMLE","66","66.00000","","",""
"WHOSIS_000002","PUBLISHED","2000","AFR","WB_LI","GHA","BTSX","50","50.00000","","",""
"WHOSIS_000002","PUBLISHED","2000","AFR","WB_LI","GMB","MLE","48","48.00000","","",""
"WHOSIS_000002","PUBLISHED","2012","AFR","WB_LI","GMB","BTSX","53","53.00000","","",""
"WHOSIS_000002","PUBLISHED","2012","AFR","WB_HI","GNQ","MLE","47","47.00000","","",""
"WHOSIS_000002","PUBLISHED","2000","AMR","WB_UMI","GRD","FMLE","65","65.00000","","",""
"WHOSIS_000002","PUBLISHED","2000","AMR","WB_LMI","GUY","BTSX","56","56.00000","","",""
"WHOSIS_000002","PUBLISHED","2000","EUR","WB_HI","HRV","BTSX","65","65.00000","","",""
"WHOSIS_000002","PUBLISHED","2012","AMR","WB_LI","HTI","MLE","50","50.00000","","",""
"WHOSIS_000002","PUBLISHED","2012","AMR","WB_LI","HTI","FMLE","53","53.00000","","",""
"WHOSIS_000002","PUBLISHED","2012","EUR","WB_HI","HUN","FMLE","69","69.00000","","",""
"WHOSIS_000002","PUBLISHED","2000","SEAR","WB_LMI","IDN","MLE","57","57.00000","","",""
"WHOSIS_000002","PUBLISHED","2012","SEAR","WB_LMI","IND","MLE","56","56.00000","","",""
"WHOSIS_000002","PUBLISHED","2000","EUR","WB_HI","IRL","BTSX","68","68.00000","","",""
"WHOSIS_000002","PUBLISHED","2012","EUR","WB_HI","IRL","MLE","70","70.00000","","",""
"WHOSIS_000002","PUBLISHED","2012","EMR","WB_LMI","IRN","BTSX","64","64.00000","","",""
"WHOSIS_000002","PUBLISHED","2000","EMR","WB_LMI","IRQ","MLE","60","60.00000","","",""
"WHOSIS_000002","PUBLISHED","2000","EMR","WB_LMI","IRQ","FMLE","62","62.00000","","",""
"WHOSIS_000002","PUBLISHED","2000","EMR","WB_LMI","IRQ","BTSX","61","61.00000","","",""
"WHOSIS_000002","PUBLISHED","2000","EUR","WB_HI","ISL","FMLE","72","72.00000","","",""
"WHOSIS_000002","PUBLISHED","2000","AMR","WB_UMI","JAM","MLE","60","60.00000","","",""
"WHOSIS_000002","PUBLISHED","2012","AMR","WB_UMI","JAM","MLE","62","62.00000","","",""
"WHOSIS_000002","PUBLISHED","2012","EMR","WB_LMI","JOR","MLE","64","64.00000","","",""
"WHOSIS_000002","PUBLISHED","2012","EMR","WB_LMI","JOR","BTSX","64","64.00000","","",""
"WHOSIS_000002","PUBLISHED","2012","WPR","WB_HI","JPN","BTSX","75","75.00000","","",""
"WHOSIS_000002","PUBLISHED","2000","AFR","WB_LI","KEN","FMLE","46","46.00000","","",""
"WHOSIS_000002","PUBLISHED","2012","EUR","WB_LI","KGZ","MLE","58","58.00000","","",""
"WHOSIS_000002","PUBLISHED","2012","WPR","WB_LI","KHM","BTSX","61","61.00000","","",""
"WHOSIS_000002","PUBLISHED","2000","WPR","WB_LMI","KIR","MLE","53","53.00000","","",""
"WHOSIS_000002","PUBLISHED","2012","AMR","WB_UMI","KNA","BTSX","63","63.00000","","",""
"WHOSIS_000002","PUBLISHED","2000","EMR","WB_HI","KWT","MLE","65","65.00000","","",""
"WHOSIS_000002","PUBLISHED","2000","WPR","WB_LI","LAO","BTSX","51","51.00000","","",""
"WHOSIS_000002","PUBLISHED","2012","EMR","WB_UMI","LBN","MLE","68","68.00000","","",""
"WHOSIS_000002","PUBLISHED","2012","EMR","WB_UMI","LBN","FMLE","71","71.00000","","",""
"WHOSIS_000002","PUBLISHED","2012","AFR","WB_LI","LBR","BTSX","52","52.00000","","",""
"WHOSIS_000002","PUBLISHED","2000","EMR","WB_UMI","LBY","BTSX","61","61.00000","","",""
"WHOSIS_000002","PUBLISHED","2012","AMR","WB_UMI","LCA","FMLE","66","66.00000","","",""
"WHOSIS_000002","PUBLISHED","2012","SEAR","WB_LMI","LKA","BTSX","65","65.00000","","",""
"WHOSIS_000002","PUBLISHED","2000","AFR","WB_LMI","LSO","MLE","41","41.00000","","",""
"WHOSIS_000002","PUBLISHED","2000","EUR","WB_UMI","LTU","FMLE","68","68.00000","","",""
"WHOSIS_000002","PUBLISHED","2012","EUR","WB_UMI","LTU","MLE","61","61.00000","","",""
"WHOSIS_000002","PUBLISHED","2012","EUR","WB_HI","LUX","MLE","70","70.00000","","",""
"WHOSIS_000002","PUBLISHED","2000","EMR","WB_LMI","MAR","MLE","57","57.00000","","",""
"WHOSIS_000002","PUBLISHED","2012","EUR","WB_HI","MCO","MLE","70","70.00000","","",""
"WHOSIS_000002","PUBLISHED","2012","EUR","WB_HI","MCO","FMLE","75","75.00000","","",""
"WHOSIS_000002","PUBLISHED","2012","EUR","WB_LMI","MDA","BTSX","63","63.00000","","",""
"WHOSIS_000002","PUBLISHED","2000","AFR","WB_LI","MDG","FMLE","50","50.00000","","",""
"WHOSIS_000002","PUBLISHED","2000","SEAR","WB_LMI","MDV","MLE","59","59.00000","","",""
"WHOSIS_000002","PUBLISHED","2012","SEAR","WB_LMI","MDV","MLE","66","66.00000","","",""
"WHOSIS_000002","PUBLISHED","2000","EUR","WB_UMI","MKD","BTSX","64","64.00000","","",""
"WHOSIS_000002","PUBLISHED","2000","AFR","WB_LI","MLI","BTSX","41","41.00000","","",""
"WHOSIS_000002","PUBLISHED","2012","AFR","WB_LI","MLI","MLE","49","49.00000","","",""
"WHOSIS_000002","PUBLISHED","2012","AFR","WB_LI","MLI","FMLE","48","48.00000","","",""
"WHOSIS_000002","PUBLISHED","2012","EUR","WB_HI","MLT","FMLE","72","72.00000","","",""
"WHOSIS_000002","PUBLISHED","2012","EUR","WB_HI","MLT","BTSX","71","71.00000","","",""
"WHOSIS_000002","PUBLISHED","2000","SEAR","WB_LI","MMR","FMLE","55","55.00000","","",""
"WHOSIS_000002","PUBLISHED","2012","AFR","WB_LI","MOZ","BTSX","45","45.00000","","",""
"WHOSIS_000002","PUBLISHED","2012","AFR","WB_UMI","MUS","MLE","62","62.00000","","",""
"WHOSIS_000002","PUBLISHED","2012","AFR","WB_LI","MWI","MLE","50","50.00000","","",""
"WHOSIS_000002","PUBLISHED","2000","WPR","WB_UMI","MYS","MLE","61","61.00000","","",""
"WHOSIS_000002","PUBLISHED","2000","AFR","WB_UMI","NAM","BTSX","49","49.00000","","",""
"WHOSIS_000002","PUBLISHED","2000","AFR","WB_LI","NER","BTSX","42","42.00000","","",""
"WHOSIS_000002","PUBLISHED","2012","AFR","WB_LI","NER","FMLE","50","50.00000","","",""
"WHOSIS_000002","PUBLISHED","2012","AFR","WB_LMI","NGA","BTSX","46","46.00000","","",""
"WHOSIS_000002","PUBLISHED","2012","EUR","WB_HI","NLD","FMLE","72","72.00000","","",""
"WHOSIS_000002","PUBLISHED","2012","EUR","WB_HI","NOR","BTSX","71","71.00000","","",""
"WHOSIS_000002","PUBLISHED","2000","SEAR","WB_LI","NPL","BTSX","53","53.00000","","",""
"WHOSIS_000002","PUBLISHED","2000","WPR","WB_HI","NRU","BTSX","65","65.00000","","",""
"WHOSIS_000002","PUBLISHED","2012","WPR","WB_HI","NRU","FMLE","69","69.00000","","",""
"WHOSIS_000002","PUBLISHED","2012","WPR","WB_HI","NZL","BTSX","72","72.00000","","",""
"WHOSIS_000002","PUBLISHED","2000","EMR","WB_LMI","PAK","FMLE","54","54.00000","","",""
"WHOSIS_000002","PUBLISHED","2000","EMR","WB_LMI","PAK","BTSX","54","54.00000","","",""
"WHOSIS_000002","PUBLISHED","2012","EMR","WB_LMI","PAK","FMLE","57","57.00000","","",""
"WHOSIS_000002","PUBLISHED","2012","AMR","WB_UMI","PAN","MLE","65","65.00000","","",""
"WHOSIS_000002","PUBLISHED","2012","AMR","WB_UMI","PER","BTSX","67","67.00000","","",""
"WHOSIS_000002","PUBLISHED","2000","WPR","WB_LMI","PHL","BTSX","60","60.00000","","",""
"WHOSIS_000002","PUBLISHED","2000","WPR","WB_UMI","PLW","BTSX","60","60.00000","","",""
"WHOSIS_000002","PUBLISHED","2012","WPR","WB_UMI","PLW","MLE","61","61.00000","","",""
"WHOSIS_000002","PUBLISHED","2012","WPR","WB_UMI","PLW","FMLE","64","64.00000","","",""
"WHOSIS_000002","PUBLISHED","2012","WPR","WB_LMI","PNG","FMLE","55","55.00000","","",""
"WHOSIS_000002","PUBLISHED","2012","EUR","WB_HI","PRT","FMLE","73","73.00000","","",""
"WHOSIS_000002","PUBLISHED","2000","EMR","WB_HI","QAT","MLE","66","66.00000","","",""
"WHOSIS_000002","PUBLISHED","2000","EMR","WB_HI","QAT","BTSX","65","65.00000","","",""
"WHOSIS_000002","PUBLISHED","2000","EUR","WB_UMI","ROU","FMLE","66","66.00000","","",""
"WHOSIS_000002","PUBLISHED","2000","EUR","WB_UMI","ROU","BTSX","63","63.00000","","",""
"WHOSIS_000002","PUBLISHED","2012","EUR","WB_UMI","RUS","BTSX","61","61.00000","","",""
"WHOSIS_000002","PUBLISHED","2000","AFR","WB_LI","RWA","MLE","40","40.00000","","",""
"WHOSIS_000002","PUBLISHED","2000","AFR","WB_LI","SEN","MLE","48","48.00000","","",""
"WHOSIS_000002","PUBLISHED","2000","WPR","WB_HI","SGP","MLE","70","70.00000","","",""
"WHOSIS_000002","PUBLISHED","2012","WPR","WB_LMI","SLB","MLE","58","58.00000","","",""
"WHOSIS_000002","PUBLISHED","2012","AFR","WB_LI","SLE","MLE","39","39.00000","","",""
"WHOSIS_000002","PUBLISHED","2012","AFR","WB_LI","SLE","BTSX","39","39.00000","","",""
"WHOSIS_000002","PUBLISHED","2000","AMR","WB_LMI","SLV","MLE","58","58.00000","","",""
"WHOSIS_000002","PUBLISHED","2000","EUR","WB_HI","SMR","MLE","69","69.00000","","",""
"WHOSIS_000002","PUBLISHED","2000","EMR","WB_LI","SSD","MLE","41","41.00000","","",""
"WHOSIS_000002","PUBLISHED","2000","EMR","WB_LI","SSD","FMLE","42","42.00000","","",""
"WHOSIS_000002","PUBLISHED","2000","AFR","WB_LMI","STP","FMLE","55","55.00000","","",""
"WHOSIS_000002","PUBLISHED","2000","AFR","WB_LMI","STP","BTSX","54","54.00000","","",""
"WHOSIS_000002","PUBLISHED","2000","EUR","WB_HI","SVK","MLE","61","61.00000","","",""
"WHOSIS_000002","PUBLISHED","2000","EUR","WB_HI","SVN","MLE","64","64.00000","","",""
"WHOSIS_000002","PUBLISHED","2000","EUR","WB_HI","SWE","BTSX","70","70.00000","","",""
"WHOSIS_000002","PUBLISHED","2012","EUR","WB_HI","SWE","MLE","71","71.00000","","",""
"WHOSIS_000002","PUBLISHED","2000","EMR","WB_LMI","SYR","BTSX","63","63.00000","","",""
"WHOSIS_000002","PUBLISHED","2012","EMR","WB_LMI","SYR","MLE","55","55.00000","","",""
"WHOSIS_000002","PUBLISHED","2012","EMR","WB_LMI","SYR","FMLE","65","65.00000","","",""
"WHOSIS_000002","PUBLISHED","2012","AFR","WB_LI","TCD","MLE","43","43.00000","","",""
"WHOSIS_000002","PUBLISHED","2012","AFR","WB_LI","TCD","BTSX","44","44.00000","","",""
"WHOSIS_000002","PUBLISHED","2000","AFR","WB_LI","TGO","MLE","47","47.00000","","",""
"WHOSIS_000002","PUBLISHED","2012","AFR","WB_LI","TGO","BTSX","50","50.00000","","",""
"WHOSIS_000002","PUBLISHED","2012","EUR","WB_LI","TJK","BTSX","60","60.00000","","",""
"WHOSIS_000002","PUBLISHED","2012","EUR","WB_LMI","TKM","FMLE","59","59.00000","","",""
"WHOSIS_000002","PUBLISHED","2012","EUR","WB_LMI","TKM","BTSX","56","56.00000","","",""
"WHOSIS_000002","PUBLISHED","2000","SEAR","WB_LMI","TLS","FMLE","51","51.00000","","",""
"WHOSIS_000002","PUBLISHED","2000","WPR","WB_LMI","TON","MLE","60","60.00000","","",""
"WHOSIS_000002","PUBLISHED","2000","WPR","WB_LMI","TON","FMLE","61","61.00000","","",""
"WHOSIS_000002","PUBLISHED","2000","WPR","WB_LMI","TON","BTSX","60","60.00000","","",""
"WHOSIS_000002","PUBLISHED","2012","WPR","WB_LMI","TON","MLE","64","64.00000","","",""
"WHOSIS_000002","PUBLISHED","2012","AMR","WB_HI","TTO","MLE","58","58.00000","","",""
"WHOSIS_000002","PUBLISHED","2012","EMR","WB_LMI","TUN","BTSX","66","66.00000","","",""
"WHOSIS_000002","PUBLISHED","2000","EUR","WB_UMI","TUR","FMLE","63","63.00000","","",""
"WHOSIS_000002","PUBLISHED","2000","WPR","WB_UMI","TUV","FMLE","57","57.00000","","",""
"WHOSIS_000002","PUBLISHED","2012","WPR","WB_UMI","TUV","FMLE","60","60.00000","","",""
"WHOSIS_000002","PUBLISHED","2012","WPR","WB_UMI","TUV","BTSX","58","58.00000","","",""
"WHOSIS_000002","PUBLISHED","2012","AFR","WB_LI","TZA","FMLE","53","53.00000","","",""
"WHOSIS_000002","PUBLISHED","2000","AFR","WB_LI","UGA","MLE","38","38.00000","","",""
"WHOSIS_000002","PUBLISHED","2012","EUR","WB_LMI","UKR","MLE","59","59.00000","","",""
"WHOSIS_000002","PUBLISHED","2000","EUR","WB_LI","UZB","BTSX","58","58.00000","","",""
"WHOSIS_000002","PUBLISHED","2000","AMR","WB_UMI","VCT","FMLE","63","63.00000","","",""
"WHOSIS_000002","PUBLISHED","2012","AMR","WB_UMI","VEN","FMLE","69","69.00000","","",""
"WHOSIS_000002","PUBLISHED","2000","WPR","WB_LI","VNM","MLE","60","60.00000","","",""
"WHOSIS_000002","PUBLISHED","2000","WPR","WB_LMI","VUT","BTSX","59","59.00000","","",""
"WHOSIS_000002","PUBLISHED","2000","WPR","WB_LMI","WSM","BTSX","61","61.00000","","",""
"WHOSIS_000002","PUBLISHED","2012","WPR","WB_LMI","WSM","BTSX","64","64.00000","","",""
"WHOSIS_000002","PUBLISHED","2012","AFR","WB_LI","ZMB","MLE","48","48.00000","","",""
"WHOSIS_000002","PUBLISHED","2012","AFR","WB_LI","ZWE","MLE","48","48.00000","","",""
"WHOSIS_000015","PUBLISHED","1990","WPR","WB_LMI","MNG","MLE","14","14.00000","","",""
"WHOSIS_000001","PUBLISHED","1990","AFR","WB_LMI","NGA","BTSX","46","46.00000","","",""
"WHOSIS_000015","PUBLISHED","1990","AFR","WB_LMI","NGA","MLE","14","14.00000","","",""
"WHOSIS_000015","PUBLISHED","2000","AFR","WB_LMI","NGA","BTSX","15","15.00000","","",""
"WHOSIS_000001","PUBLISHED","2012","AMR","WB_LMI","NIC","FMLE","76","76.00000","","",""
"WHOSIS_000001","PUBLISHED","1990","AMR","WB_LMI","NIC","BTSX","71","71.00000","","",""
"WHOSIS_000001","PUBLISHED","2000","AMR","WB_LMI","NIC","BTSX","73","73.00000","","",""
"WHOSIS_000001","PUBLISHED","2012","EMR","WB_LMI","PAK","MLE","64","64.00000","","",""
"WHOSIS_000015","PUBLISHED","2012","EMR","WB_LMI","PAK","MLE","17","17.00000","","",""
"WHOSIS_000001","PUBLISHED","2000","WPR","WB_LMI","PHL","MLE","66","66.00000","","",""
"WHOSIS_000015","PUBLISHED","1990","WPR","WB_LMI","PHL","MLE","17","17.00000","","",""
"WHOSIS_000015","PUBLISHED","2000","WPR","WB_LMI","PHL","MLE","17","17.00000","","",""
"WHOSIS_000001","PUBLISHED","2000","WPR","WB_LMI","PNG","MLE","56","56.00000","","",""
"WHOSIS_000015","PUBLISHED","1990","WPR","WB_LMI","PNG","MLE","12","12.00000","","",""
"WHOSIS_000015","PUBLISHED","2012","WPR","WB_LMI","PNG","BTSX","15","15.00000","","",""
"WHOSIS_000001","PUBLISHED","2012","AMR","WB_LMI","PRY","FMLE","78","78.00000","","",""
"WHOSIS_000015","PUBLISHED","2012","AMR","WB_LMI","PRY","FMLE","23","23.00000","","",""
"WHOSIS_000015","PUBLISHED","2000","AMR","WB_LMI","PRY","BTSX","21","21.00000","","",""
